actor_1_name,actor_2_name,actor_1_facebook_likes,actor_2_facebook_likes
Ariana Richards,Richard Schiff,610.0,506.0
Jada Pinkett Smith,Cedric the Entertainer,851.0,436.0
Charlie Hunnam,Danny Huston,16000.0,430.0
Hugh Jackman,Tyler Mane,20000.0,764.0
Angelina Jolie Pitt,Morgan Freeman,11000.0,11000.0
Nicolas Cage,Michael Biehn,12000.0,2000.0
Denis Leary,Ray Romano,835.0,590.0
Adam Sandler,Peter Dante,11000.0,427.0
Jerry Stiller,Elijah Kelley,719.0,339.0
James D'Arcy,Alan Ford,613.0,422.0
Matthew Broderick,Rene Auberjonois,2000.0,710.0
Morgan Freeman,Common,11000.0,988.0
Steve Buscemi,Adam Sandler,12000.0,11000.0
Tom Hanks,Chi McBride,15000.0,466.0
Harold Perrineau,Matt Ryan,1000.0,560.0
Don Cheadle,Kevin Dillon,3000.0,576.0
Nicholas Lea,Scott Glenn,867.0,826.0
Philip Seymour Hoffman,Tom Hanks,22000.0,15000.0
Robert De Niro,Martin Scorsese,22000.0,17000.0
Loretta Devine,Jennifer Hudson,912.0,549.0
Adam Arkin,Brent Sexton,374.0,130.0
Dwayne Johnson,Christina Milian,12000.0,1000.0
Ayelet Zurer,Moritz Bleibtreu,745.0,486.0
Bruce Willis,Tom Skerritt,13000.0,1000.0
Tom Selleck,Lisa Ann Walter,19000.0,1000.0
Henry Cavill,Elizabeth Debicki,15000.0,509.0
Adam Sandler,Paz Vega,11000.0,964.0
Steve Buscemi,Jon Heder,12000.0,970.0
Bruce Willis,Brían F. O'Byrne,13000.0,450.0
Julia Ormond,Ben Cross,919.0,303.0
Bai Ling,Geoffrey Palmer,582.0,103.0
Henry Cavill,Daniel Sharman,15000.0,1000.0
Jimmy Bennett,Bruce Willis,87000.0,13000.0
Matt Damon,Janeane Garofalo,13000.0,1000.0
Harrison Ford,Bruce Greenwood,11000.0,982.0
Connie Nielsen,Sean Pertwee,933.0,722.0
Christopher Meloni,Kiernan Shipka,3000.0,552.0
Brendan Fraser,Bridget Fonda,3000.0,889.0
Dennis Quaid,Tony Curran,2000.0,845.0
Robin Wright,Bruce Willis,18000.0,13000.0
Steve Carell,Jon Hamm,7000.0,4000.0
Jon Hamm,Abbie Cornish,4000.0,2000.0
Nicolas Cage,Mike Starr,12000.0,854.0
Peter Coyote,James Pickens Jr.,548.0,270.0
Peter Dinklage,Josh Gad,22000.0,1000.0
Matthew McConaughey,Ray Winstone,11000.0,1000.0
Adam Sandler,RZA,11000.0,561.0
Jennifer Garner,Frances Fisher,3000.0,638.0
Will Ferrell,Leslie Bibb,8000.0,1000.0
Raven-Symoné,Jeffrey Jones,1000.0,692.0
Mhairi Calvey,Patrick McGoohan,906.0,466.0
Jake Gyllenhaal,Brian Geraghty,15000.0,383.0
Albert Brooks,Yeardley Smith,745.0,440.0
Martin Landau,Hal Holbrook,940.0,826.0
Sylvester Stallone,Estella Warren,13000.0,658.0
David Gant,Jean-Claude Dreyfus,21.0,17.0
Bryce Dallas Howard,Judy Greer,3000.0,2000.0
Oliver Platt,Raven-Symoné,1000.0,1000.0
Rory Culkin,Merritt Wever,710.0,529.0
Rupert Everett,Jennifer Saunders,692.0,309.0
John Ratzenberger,Cheech Marin,1000.0,843.0
Julia Roberts,Christopher Meloni,8000.0,3000.0
Vin Diesel,Eve,14000.0,223.0
Tim Conway,Billy West,870.0,861.0
Lili Taylor,Delroy Lindo,960.0,848.0
Michael Fassbender,Brad Pitt,13000.0,11000.0
Robin Williams,Julia Roberts,49000.0,8000.0
Dwayne Johnson,Rufus Sewell,12000.0,3000.0
Bruce Willis,John Amos,13000.0,982.0
Jeremy Renner,Josh Charles,10000.0,1000.0
Nicole Beharie,Katia Winter,898.0,372.0
Tom Cruise,Ivana Milicevic,10000.0,834.0
Bryce Dallas Howard,Freddy Rodríguez,3000.0,579.0
Sanaa Lathan,Colin Salmon,886.0,766.0
Amy Poehler,Bridgit Mendler,1000.0,1000.0
Jon Hamm,Marc Blucas,4000.0,973.0
Gerard Butler,Morgan Freeman,18000.0,11000.0
LeVar Burton,Jonathan Frakes,1000.0,906.0
Noel Fisher,Jim Parrack,833.0,697.0
Steve Buscemi,Alison Lohman,12000.0,1000.0
David Hyde Pierce,Peter Gerety,443.0,277.0
Jeremy Irvine,Benedict Cumberbatch,25000.0,19000.0
Bill Murray,Matt Damon,13000.0,13000.0
Michael Biehn,Todd Graff,2000.0,650.0
Frank Langella,Austin Pendleton,903.0,592.0
Dominic Cooper,Sarah Gadon,3000.0,692.0
Denzel Washington,Bruce Willis,18000.0,13000.0
Henry Cavill,David Kelly,15000.0,588.0
Brad Pitt,Mako,11000.0,691.0
Channing Tatum,Clint Howard,17000.0,1000.0
Anthony Hopkins,Brooke Smith,12000.0,405.0
Dwayne Johnson,Ben Daniels,12000.0,585.0
Gary Cole,Phill Lewis,989.0,229.0
Theo James,Stephen Rea,5000.0,327.0
James Martin Kelly,Shane Hartline,394.0,217.0
Bruce Willis,Cole Hauser,13000.0,787.0
Jason Statham,Robert De Niro,26000.0,22000.0
LL Cool J,Chris Klein,1000.0,841.0
Talisa Soto,Sandrine Holt,349.0,324.0
Morgan Freeman,Minnie Driver,11000.0,893.0
Ron Howard,Brandy Norwood,2000.0,509.0
Lea Michele,Oliver Platt,2000.0,1000.0
Chris Hemsworth,Archie Kao,26000.0,326.0
Angelina Jolie Pitt,Laurence Olivier,11000.0,1000.0
Charlotte Rampling,Indira Varma,844.0,729.0
Sylvester Stallone,50 Cent,13000.0,1000.0
Roxanne McKee,Luke Newberry,576.0,358.0
Morgan Freeman,Bruce McGill,11000.0,655.0
Robert Pattinson,Kristen Stewart,21000.0,17000.0
Robert De Niro,Marlon Brando,22000.0,10000.0
Steve Carell,Miranda Cosgrove,7000.0,2000.0
Vincent Pastore,Robert Blake,584.0,220.0
Liam Neeson,Morgan Freeman,14000.0,11000.0
Max Minghella,Ashraf Barhom,614.0,451.0
Janeane Garofalo,Wes Studi,1000.0,855.0
Jenna Fischer,Larry Joe Campbell,966.0,919.0
Al Pacino,Rip Torn,14000.0,826.0
Michael Raymond-James,Abraham Benrubi,788.0,562.0
Leonardo DiCaprio,Simon McBurney,29000.0,149.0
Steve Carell,Stephanie Szostak,7000.0,1000.0
Rufus Sewell,Dominic Cooper,3000.0,3000.0
Will Patton,Kevin McNally,537.0,427.0
Hector Elizondo,Kaitlyn Dever,995.0,363.0
Martin Landau,Mitch Pileggi,940.0,826.0
Colin Firth,Nonso Anozie,14000.0,394.0
Tom Hanks,Vin Diesel,15000.0,14000.0
Rami Malek,Dominic Cooper,3000.0,3000.0
Judy Greer,Lisa Edelstein,2000.0,955.0
Goran Visnjic,Stephen Root,1000.0,939.0
Morgan Freeman,Michael O'Neill,11000.0,599.0
Joseph Gordon-Levitt,Hal Holbrook,23000.0,826.0
Keanu Reeves,Marcus Chong,18000.0,145.0
Tom Hanks,Miko Hughes,15000.0,968.0
Ronny Cox,Rachel Ticotin,605.0,308.0
Judge Reinhold,Aisha Tyler,901.0,857.0
Hugh Jackman,Eddie Redmayne,20000.0,13000.0
Tom Hanks,Jean Stapleton,15000.0,793.0
Will Ferrell,Adam Scott,8000.0,3000.0
Anthony Hopkins,Tony Amendola,12000.0,174.0
Robert Downey Jr.,RZA,21000.0,561.0
Finn Wittrock,Jack O'Connell,769.0,698.0
Clint Eastwood,Courtney B. Vance,16000.0,495.0
Sylvester Stallone,Leon,13000.0,730.0
Delroy Lindo,Samantha Mathis,848.0,517.0
Bruce Willis,Lily Tomlin,13000.0,718.0
Nicolas Cage,Jay Hernandez,12000.0,1000.0
Julia Roberts,Kirsten Dunst,8000.0,4000.0
Sayed Badreya,Aasif Mandvi,600.0,346.0
Tom Cruise,Vinessa Shaw,10000.0,580.0
Quvenzhané Wallis,Dorian Missick,2000.0,1000.0
Will Smith,Adrian Martinez,10000.0,806.0
Tom Hardy,Abigail Spencer,27000.0,1000.0
Ryan Reynolds,Natasha Lyonne,16000.0,1000.0
Lea Thompson,Jennifer Grey,1000.0,1000.0
Maura Tierney,Adrian Lester,509.0,317.0
Milla Jovovich,Boris Kodjoe,14000.0,1000.0
Jason Statham,Max Ryan,26000.0,872.0
Melina Kanakaredes,Craig Bierko,394.0,380.0
Pamela Reed,Alun Armstrong,324.0,192.0
Kristen Stewart,Josh Hutcherson,17000.0,14000.0
Brad Pitt,Meat Loaf,11000.0,783.0
Matthew McConaughey,Kimberly Williams-Paisley,11000.0,529.0
Jason Flemyng,James Nesbitt,1000.0,773.0
Bruce Willis,James Coburn,13000.0,773.0
Michael Rapaport,Michael Moore,975.0,909.0
Caitlin Stasey,Kevin Grevioux,623.0,593.0
Ian McNeice,Barney Clark,268.0,85.0
Jennifer Garner,Cary-Hiroyuki Tagawa,3000.0,1000.0
Joseph Gordon-Levitt,Bruce Willis,23000.0,13000.0
Harrison Ford,Kristin Scott Thomas,11000.0,1000.0
Michael Kelly,Martin Henderson,963.0,580.0
Michael Smiley,David Calder,177.0,27.0
Verne Troyer,Josh Zuckerman,645.0,522.0
Nicolas Cage,Charlize Theron,12000.0,9000.0
Wayne Knight,Ariana Richards,967.0,610.0
Dennis Quaid,Catherine O'Hara,2000.0,925.0
Harrison Ford,Dean Jones,11000.0,913.0
Si Won Choi,Peng Lin,21.0,18.0
Chazz Palminteri,Brittany Daniel,979.0,862.0
Matthew McConaughey,Thomas Kretschmann,11000.0,919.0
Shawna Waldron,Samantha Mathis,524.0,517.0
Justin Timberlake,Romany Malco,3000.0,966.0
Jon Lovitz,Bokeem Woodbine,11000.0,904.0
Craig Stark,Jennifer Jason Leigh,46000.0,1000.0
Will Ferrell,Amy Poehler,8000.0,1000.0
Gary Cole,Elizabeth Perkins,989.0,664.0
Gerard Butler,Michael Fassbender,18000.0,13000.0
Robert De Niro,Blythe Danner,22000.0,713.0
Eric Dane,Kathleen Turner,2000.0,899.0
Tom Hanks,Jeffrey DeMunn,15000.0,745.0
Jill Hennessy,Tichina Arnold,419.0,330.0
Catherine O'Hara,Fred Willard,925.0,729.0
Patrick Fugit,Sela Ward,835.0,812.0
Matt Damon,Josh Hamilton,13000.0,147.0
Izabella Scorupco,Joe Don Baker,394.0,387.0
Daniel von Bargen,Timothy Hutton,577.0,501.0
Natascha McElhone,Noah Emmerich,2000.0,617.0
Martin Short,Aria Noelle Curzon,770.0,263.0
Anjelica Huston,Lisa Edelstein,1000.0,955.0
Denzel Washington,Patrick Fischler,18000.0,497.0
Carol Ann Susi,Elizabeth Perkins,3000.0,664.0
Jason Statham,Charlize Theron,26000.0,9000.0
Dorian Missick,Alicia Witt,1000.0,976.0
Sylvester Stallone,Woody Allen,13000.0,11000.0
Jon Favreau,Kristin Davis,4000.0,722.0
Tom Cruise,Robert Duvall,10000.0,3000.0
Taylor Lautner,Tom Welling,12000.0,3000.0
Ki Hong Lee,Lili Taylor,988.0,960.0
James Franco,Julia Roberts,11000.0,8000.0
Nicolas Cage,Don Cheadle,12000.0,3000.0
Bruce Willis,Morgan Freeman,13000.0,11000.0
Al Pacino,Dennis Quaid,14000.0,2000.0
Scarlett Johansson,Kristin Scott Thomas,19000.0,1000.0
Tom Cruise,Jada Pinkett Smith,10000.0,851.0
Dwayne Johnson,Roger Rees,12000.0,1000.0
Billy Burke,Jay Hernandez,2000.0,1000.0
Tom Cruise,Robert Duvall,10000.0,3000.0
LL Cool J,Michael Rapaport,1000.0,975.0
Misha Gabriel Hamilton,Mekia Cox,433.0,208.0
Matt Damon,Monique Gabriela Curnen,13000.0,240.0
Estella Warren,Dyan Cannon,658.0,257.0
Jennifer Saunders,Dawn French,309.0,229.0
Zooey Deschanel,Alan Ruck,11000.0,946.0
Denzel Washington,Radha Mitchell,18000.0,992.0
Robert Downey Jr.,Joel David Moore,21000.0,936.0
Snoop Dogg,Carmen Electra,881.0,869.0
Jim Belushi,Harvey Korman,854.0,628.0
James Babson,Rupert Evans,366.0,334.0
Robert Duvall,Kathleen Quinlan,3000.0,552.0
Anna Kendrick,Kodi Smit-McPhee,10000.0,884.0
J.K. Simmons,Bruce Willis,24000.0,13000.0
Ivana Milicevic,Joe Morton,834.0,780.0
Joe Mantegna,Stockard Channing,1000.0,944.0
Emma Watson,Matthew Broderick,9000.0,2000.0
Bianca Kajlich,Oliver Hudson,732.0,607.0
Romany Malco,Debi Mazar,966.0,680.0
Peter Greene,Brenda Bakke,789.0,520.0
Colm Feore,Nonso Anozie,539.0,394.0
Jennifer Lawrence,Robert De Niro,34000.0,22000.0
Gerard Butler,Radha Mitchell,18000.0,992.0
Gary Dourdan,Michael Wincott,1000.0,720.0
Tate Donovan,Ned Beatty,650.0,467.0
Isaac Hempstead Wright,Dee Bradley Baker,874.0,668.0
Goran Visnjic,Dianne Wiest,1000.0,967.0
Morgan Freeman,Will Ferrell,11000.0,8000.0
Eileen Brennan,Diedrich Bader,1000.0,759.0
Christian Bale,Gerard Butler,23000.0,18000.0
Ryan Gosling,Brandon Molale,33000.0,301.0
Olivia Wilde,Oliver Platt,10000.0,1000.0
Matt Damon,Morgan Freeman,13000.0,11000.0
Robin Wright,Harry Lennix,18000.0,748.0
Julia Roberts,Tom Wilkinson,8000.0,1000.0
Steven Anthony Lawrence,Ray Walston,1000.0,417.0
Blair Brown,David Rasche,310.0,219.0
Dwayne Johnson,Gary Oldman,12000.0,10000.0
Tom Hardy,LeVar Burton,27000.0,1000.0
Cedric the Entertainer,Paul Adelstein,436.0,399.0
Clint Eastwood,Ed Lauter,16000.0,897.0
Bojana Novakovic,Ray Winstone,2000.0,1000.0
John Kapelos,Penelope Ann Miller,510.0,344.0
Robert De Niro,Cathy Moriarty,22000.0,394.0
Robert De Niro,Al Pacino,22000.0,14000.0
Bruce Willis,Miko Hughes,13000.0,968.0
Robert Downey Jr.,Stephen Root,21000.0,939.0
Matt Damon,Will Smith,13000.0,10000.0
Philip Seymour Hoffman,Zooey Deschanel,22000.0,11000.0
Bill Murray,Roger Rees,13000.0,1000.0
Sunny Mabrey,Nona Gaye,287.0,233.0
Josh Wingate,Alan Dale,865.0,441.0
Brad Pitt,Adriano Giannini,11000.0,102.0
Sean Pertwee,Joely Richardson,722.0,585.0
Chris Hemsworth,Robert Downey Jr.,26000.0,21000.0
Joe Morton,Susanna Thompson,780.0,265.0
Scarlett Johansson,Mia Kirshner,19000.0,972.0
James Franco,Tyler Labine,11000.0,779.0
Clifton Collins Jr.,Delroy Lindo,968.0,848.0
Robert Forster,Wilson Cruz,889.0,290.0
Matt Bomer,William Hurt,20000.0,882.0
Aidan Turner,Kevin Zegers,5000.0,2000.0
Marc Blucas,Mike O'Malley,973.0,400.0
Dougray Scott,Camryn Manheim,794.0,329.0
Matthew McConaughey,Adam Goldberg,11000.0,1000.0
Brendan Fraser,Stephen Graham,3000.0,1000.0
Scarlett Johansson,Jaime King,19000.0,961.0
Johnny Depp,Olivia Munn,40000.0,2000.0
Jason Statham,Mike Dopud,26000.0,368.0
Angelina Jolie Pitt,Teri Polo,11000.0,708.0
Li Gong,Aaron Kwok,879.0,107.0
James Franco,Clayne Crawford,11000.0,298.0
Ryan Reynolds,Ed Skrein,16000.0,805.0
Kelly Preston,Morgan Fairchild,743.0,730.0
Bradley Cooper,Leonard Roberts,14000.0,962.0
Odeya Rush,Dylan Minnette,2000.0,1000.0
Nate Richert,Soleil Moon Frye,870.0,558.0
Jon Heder,Ivana Milicevic,970.0,834.0
Taylor Negron,Mark Addy,1000.0,891.0
Sylvester Stallone,Kurtwood Smith,13000.0,1000.0
Robert Baker,Malcolm Goodwin,142.0,117.0
Taylor Lautner,Adam Sandler,12000.0,11000.0
Michael Kelly,Kim Shaw,963.0,935.0
Josh Gad,Jessica Szohr,1000.0,847.0
Milla Jovovich,Boris Kodjoe,14000.0,1000.0
David Oyelowo,Nate Parker,1000.0,664.0
Chris Noth,Kristin Davis,962.0,722.0
Keanu Reeves,Al Pacino,18000.0,14000.0
Adam Sandler,Leighton Meester,11000.0,3000.0
Dennis Quaid,Brian Thompson,2000.0,663.0
Salma Hayek,Don Cheadle,4000.0,3000.0
Nicolas Cage,Spencer Wilding,12000.0,1000.0
Christian Bale,Irene Papas,23000.0,243.0
Barry Corbin,Noureen DeWulf,883.0,701.0
Vin Diesel,Brad Garrett,14000.0,799.0
Dwayne Johnson,Ashley Scott,12000.0,795.0
Tom Hanks,Siobhan Fallon Hogan,15000.0,294.0
Jesse McCartney,Beth Riesgraf,1000.0,718.0
Robert De Niro,Blythe Danner,22000.0,713.0
Christian Bale,Frank Welker,23000.0,2000.0
Marlon Brando,Margot Kidder,10000.0,593.0
Jada Pinkett Smith,James Coburn,851.0,773.0
Will Smith,Michael Rapaport,10000.0,975.0
Brendan Fraser,Abraham Benrubi,3000.0,562.0
Alyson Hannigan,Thomas Ian Nicholas,3000.0,864.0
Tom Hanks,Chris Mulkey,15000.0,535.0
Mila Kunis,James Franco,15000.0,11000.0
Eric Idle,Fred Rogers,795.0,419.0
Denzel Washington,Chloë Grace Moretz,18000.0,17000.0
Bob Hoskins,Frances Conroy,5000.0,827.0
Denzel Washington,Viggo Mortensen,18000.0,10000.0
Will Smith,Kurt Fuller,10000.0,617.0
Erika Christensen,Michael Irby,931.0,507.0
Demi Moore,Dylan Baker,2000.0,812.0
Nicolas Cage,Andre Braugher,12000.0,702.0
David Carradine,Vivica A. Fox,926.0,890.0
Robert Downey Jr.,Adam Alexi-Malle,21000.0,860.0
Christopher Judge,Don S. Davis,847.0,440.0
Vivica A. Fox,Michael Parks,890.0,387.0
Sylvester Stallone,Jack Palance,13000.0,549.0
Bruce Willis,Meryl Streep,13000.0,11000.0
Xander Berkeley,Jason Connery,485.0,110.0
Oliver Platt,Joe Morton,1000.0,780.0
Madeline Carroll,Ophelia Lovibond,1000.0,549.0
Jet Li,Thomas McDonell,5000.0,962.0
Amy Poehler,Carlos Ponce,1000.0,591.0
Charles S. Dutton,Holt McCallany,534.0,273.0
Andrea Corr,Jimmy Nail,57.0,40.0
Robert De Niro,Natascha McElhone,22000.0,2000.0
Tom Wilkinson,Bernard Hill,1000.0,416.0
Julie Walters,Matt Lucas,838.0,722.0
Will Forte,Nicholas Braun,622.0,591.0
Connie Nielsen,Jenna Boyd,933.0,518.0
Anthony Hopkins,Maura Tierney,12000.0,509.0
Matt Damon,Terence Bernie Hines,13000.0,390.0
Will Ferrell,Maura Tierney,8000.0,509.0
Salma Hayek,Russell Tovey,4000.0,796.0
Angelina Jolie Pitt,Michael Kelly,11000.0,963.0
Keanu Reeves,Morgan Freeman,18000.0,11000.0
Robert De Niro,Kurt Fuller,22000.0,617.0
Gerard Butler,Minnie Driver,18000.0,893.0
Eddie Redmayne,Abbie Cornish,13000.0,2000.0
Charlize Theron,Sophie Okonedo,9000.0,460.0
Billy Campbell,Bruce Boxleitner,789.0,640.0
Hector Elizondo,Lauren Holly,995.0,879.0
Stephen Root,Ronny Cox,939.0,605.0
Ty Burrell,Tina Fey,3000.0,2000.0
Sophia Myles,Philip Winchester,956.0,579.0
Eric Dane,Peter Gallagher,2000.0,828.0
Denis Lavant,André Dussollier,226.0,52.0
James Mason,Shelley Winters,617.0,367.0
Sylvester Stallone,Tom Berenger,13000.0,854.0
Norman Reedus,Thomas Kretschmann,12000.0,919.0
Will Smith,Rosario Dawson,10000.0,3000.0
Sylvester Stallone,Jason Momoa,13000.0,11000.0
Al Pacino,Joe Mantegna,14000.0,1000.0
Orlando Bloom,Kirsten Dunst,5000.0,4000.0
Todd Stashwick,Billy Gardell,277.0,245.0
Margot Kidder,Ned Beatty,593.0,467.0
Todd Giebenhain,Lenny Venito,117.0,62.0
Kate Winslet,Anthony Hopkins,14000.0,12000.0
Christian Bale,Vanessa Williams,23000.0,1000.0
Kirsten Dunst,Kelsey Grammer,4000.0,808.0
Jim Broadbent,Kylie Minogue,1000.0,691.0
Steve Buscemi,Teri Polo,12000.0,708.0
Johnny Depp,Benedict Cumberbatch,40000.0,19000.0
Paul Walker,Chris Bauer,23000.0,638.0
Gerard Butler,Leslie Bibb,18000.0,1000.0
Quentin Tarantino,Rosario Dawson,16000.0,3000.0
Oprah Winfrey,Kimberly Elise,852.0,637.0
Robert Downey Jr.,Robert Duvall,21000.0,3000.0
Leonardo DiCaprio,Tom Hanks,29000.0,15000.0
Jennifer Ehle,Harold Perrineau,1000.0,1000.0
Jon Favreau,John Michael Higgins,4000.0,957.0
Colin Firth,Meryl Streep,14000.0,11000.0
Bradley Cooper,Taylor Lautner,14000.0,12000.0
Alice Greczyn,Jessica Simpson,631.0,534.0
Nick Stahl,Miranda Otto,648.0,568.0
Ryan Reynolds,Olivia Wilde,16000.0,10000.0
Matt Price,Gerry Becker,134.0,27.0
Robert De Niro,Don Rickles,22000.0,721.0
Kasia Smutniak,Amber Rose Revah,211.0,135.0
Jaime King,Mako,961.0,691.0
Robert Forster,Tony Cox,889.0,624.0
Rob Paulsen,Wanda Sykes,677.0,560.0
Matthew Broderick,Jorge Garcia,2000.0,1000.0
Robert Pattinson,Kristen Stewart,21000.0,17000.0
Kathleen Freeman,Chris Miller,145.0,50.0
Matt Damon,Michael Kelly,13000.0,963.0
Alan Rickman,Morgan Freeman,25000.0,11000.0
Tom Cruise,Kelly Preston,10000.0,743.0
Mila Kunis,Seth MacFarlane,15000.0,3000.0
Lupe Ontiveros,Yeardley Smith,625.0,440.0
Robin Williams,Philip Seymour Hoffman,49000.0,22000.0
Harrison Ford,Will Ferrell,11000.0,8000.0
Steve Buscemi,Adam Sandler,12000.0,11000.0
Joel Courtney,AJ Michalka,1000.0,560.0
Julia Roberts,Albert Finney,8000.0,883.0
Matthew McConaughey,Adam Goldberg,11000.0,1000.0
Channing Tatum,Craig Roberts,17000.0,920.0
Brad Pitt,Tom Cruise,11000.0,10000.0
Bradley Cooper,Zooey Deschanel,14000.0,11000.0
Dwayne Johnson,Thomas Kretschmann,12000.0,919.0
Julia Roberts,Liam Aiken,8000.0,818.0
Will Ferrell,Linda Cardellini,8000.0,2000.0
Johnny Depp,Meryl Streep,40000.0,11000.0
Denzel Washington,James Ransone,18000.0,412.0
Bill Duke,Deborah Kara Unger,1000.0,495.0
Dylan Walsh,Joe Don Baker,426.0,387.0
Scarlett Johansson,Matt Damon,19000.0,13000.0
Nicolas Cage,Ben Mendelsohn,12000.0,748.0
Bradley Cooper,Matthew McConaughey,14000.0,11000.0
Naomi Watts,Gary Cole,6000.0,989.0
Ryan Gosling,Emma Stone,33000.0,15000.0
Bill Murray,Mark Christopher Lawrence,13000.0,258.0
Jamie Lee Curtis,Cheech Marin,2000.0,843.0
Philip Seymour Hoffman,Robin Wright,22000.0,18000.0
Kevin Spacey,Morgan Freeman,18000.0,11000.0
Liam Neeson,Nate Parker,14000.0,664.0
Dwayne Johnson,Billy Brown,12000.0,536.0
Natalie Portman,Eddie Marsan,20000.0,979.0
Fann Wong,Anna-Louise Plowman,154.0,131.0
Bernard Hill,Gemma Jones,416.0,171.0
Will Ferrell,Frank Welker,8000.0,2000.0
Scoot McNairy,Thomas Lennon,660.0,651.0
Oliver Platt,Jennifer Esposito,1000.0,912.0
Jeremy Renner,Derek Mears,10000.0,520.0
Olivier Martinez,Erik Per Sullivan,838.0,593.0
Alex Pettyfer,Emily Wickersham,15000.0,348.0
Matt Damon,Amr Waked,13000.0,903.0
Toby Stephens,James Badge Dale,769.0,726.0
Channing Tatum,Hector Elizondo,17000.0,995.0
Jimmy Bennett,Harrison Ford,87000.0,11000.0
Clint Eastwood,Mark Margolis,16000.0,1000.0
Viggo Mortensen,Demi Moore,10000.0,2000.0
Deborah Kara Unger,Armin Mueller-Stahl,495.0,294.0
Radha Mitchell,Deborah Kara Unger,992.0,495.0
Keanu Reeves,Jon Favreau,18000.0,4000.0
Alyson Hannigan,Dania Ramirez,3000.0,1000.0
Kevin Spacey,Michael Cudlitz,18000.0,822.0
Matt Walsh,Alycia Debnam-Carey,490.0,298.0
Louis Lombardi,Jon Tenney,437.0,289.0
Christopher Lee,Robert Picardo,16000.0,823.0
Robert Downey Jr.,Robert Duvall,21000.0,3000.0
Armin Mueller-Stahl,Holt McCallany,294.0,273.0
Milla Jovovich,Thomas Kretschmann,14000.0,919.0
Colin Firth,Jim Broadbent,14000.0,1000.0
Denzel Washington,Sanaa Lathan,18000.0,886.0
Mike Starr,Joan Chen,854.0,643.0
Taylor Lautner,Kristin Davis,12000.0,722.0
Leonardo DiCaprio,Virginie Ledoyen,29000.0,414.0
Amber Valletta,Felicity Huffman,627.0,508.0
Shô Kosugi,Ben Miles,330.0,119.0
J.K. Simmons,Kelly Preston,24000.0,743.0
David Jason,Bruce Alexander,325.0,7.0
Demi Moore,Rumer Willis,2000.0,472.0
Emma Stone,Judy Greer,15000.0,2000.0
Matt Damon,Jay Mohr,13000.0,563.0
Ryan Gosling,Chris Penn,33000.0,455.0
Muse Watson,Sylvester Stallone,45000.0,13000.0
Li Gong,Stephen Walters,879.0,184.0
Bruce Willis,Tim Matheson,13000.0,559.0
J.D. Evermore,Chandler Canterbury,430.0,329.0
Connie Nielsen,Harry Connick Jr.,933.0,631.0
Clint Eastwood,Anjelica Huston,16000.0,1000.0
Naomi Watts,Brían F. O'Byrne,6000.0,450.0
Steve Buscemi,Valeria Golino,12000.0,898.0
Grey Damon,Brittany Curran,629.0,512.0
Vin Diesel,Harry Connick Jr.,14000.0,631.0
Bill Murray,Anjelica Huston,13000.0,1000.0
Matthew McConaughey,Donald Watkins,11000.0,552.0
Kevin Spacey,Kate Winslet,18000.0,14000.0
Christina Milian,Vanessa Ferlito,1000.0,923.0
Liam Neeson,Common,14000.0,988.0
Viggo Mortensen,Naomi Watts,10000.0,6000.0
Paul Walker,James Frain,23000.0,1000.0
Paul Brooke,David Bailie,51.0,40.0
Natalie Portman,Zooey Deschanel,20000.0,11000.0
Naomi Watts,Gregory Smith,6000.0,694.0
Mia Kirshner,Blythe Danner,972.0,713.0
Joe Mantegna,Lara Flynn Boyle,1000.0,619.0
Gary Oldman,Robert Duvall,10000.0,3000.0
Naomi Watts,Ty Burrell,6000.0,3000.0
Julie Benz,Tony Curran,3000.0,845.0
Ian Ziering,Mo'Nique,984.0,940.0
Michael Biehn,Chazz Palminteri,2000.0,979.0
Gerard Butler,Logan Lerman,18000.0,8000.0
Alden Ehrenreich,Zoey Deutch,1000.0,852.0
Robin Williams,Vincent Schiavelli,49000.0,811.0
Milla Jovovich,Will Ferrell,14000.0,8000.0
Morgan Freeman,Andrew Wilson,11000.0,387.0
Judy Greer,Linda Fiorentino,2000.0,602.0
Nicolas Cage,Billy Burke,12000.0,2000.0
Chris Klein,Robin Shou,841.0,342.0
Jason Statham,Jet Li,26000.0,5000.0
Tobias Menzies,Graham McTavish,1000.0,531.0
Lauren Holly,Gilbert Gottfried,879.0,560.0
Philip Seymour Hoffman,Charlie Rowe,22000.0,882.0
Michael O'Neill,Jacob Vargas,599.0,399.0
Harrison Ford,Julian Glover,11000.0,844.0
Kelly Macdonald,Guro Nagelhus Schia,2000.0,35.0
Hugh Jackman,Sharlto Copley,20000.0,2000.0
Denzel Washington,Angelina Jolie Pitt,18000.0,11000.0
Kristen Stewart,Dwight Yoakam,17000.0,324.0
P.J. Soles,Lochlyn Munro,598.0,555.0
Judy Greer,Jamie Kennedy,2000.0,490.0
Tom Hardy,Fares Fares,27000.0,254.0
Corinna Harney,Douglas Haase,779.0,629.0
Kevin Spacey,Jeff Bridges,18000.0,12000.0
Hugh Jackman,Natasha Lyonne,20000.0,1000.0
Brendan Fraser,Frances O'Connor,3000.0,575.0
Nicolas Cage,Bob Hoskins,12000.0,5000.0
Christian Bale,Logan Lerman,23000.0,8000.0
Liam Neeson,Dougray Scott,14000.0,794.0
Don Cheadle,Albert Brooks,3000.0,745.0
