director_name,director_facebook_likes
Takao Okawara,2.0
Derek Cianfrance,310.0
Duncan Tucker,2.0
William Brent Bell,19.0
Russ Meyer,199.0
Robert D. Webb,0.0
Davis Guggenheim,49.0
Allan Dwan,23.0
Martin Scorsese,17000.0
Eli Roth,0.0
Andrew Steggall,0.0
Ben Lewin,20.0
Robert Kenner,11.0
Andrew Erwin,10.0
Brad Anderson,122.0
Jason Reitman,655.0
Craig Johnson,7.0
Sean Durkin,46.0
Gillian Robespierre,9.0
Courtney Hunt,33.0
Morgan Neville,9.0
James Toback,56.0
Nicole Holofcener,132.0
Peter Cattaneo,11.0
Chris Paine,2.0
Greg Berlanti,112.0
Don Coscarelli,152.0
Rob Letterman,11.0
Marc Levin,12.0
Richard Dutcher,13.0
Khalid Mohamed,10.0
Mel Brooks,0.0
Trey Parker,406.0
David Gordon Green,234.0
Finn Taylor,4.0
Karen Moncrieff,22.0
José Luis Valenzuela,0.0
Gia Coppola,71.0
Scandar Copti,13.0
Goran Dukic,21.0
Mike Cahill,135.0
Efram Potelle,2.0
Peter Jackson,0.0
Joshua Oppenheimer,50.0
Alex Gibney,141.0
Paul Crowder,10.0
Rohit Jagessar,0.0
Griffin Dunne,165.0
Anthony Powell,9.0
Kief Davidson,0.0
Johnny Remo,74.0
Vivek Agnihotri,5.0
Ti West,243.0
Nick Tomnay,11.0
John Hamburg,29.0
Nickolas Perry,5.0
Dan Zukovic,8.0
Craig Mazin,82.0
Becky Smith,32.0
Eric Nicholas,0.0
Benjamin Dickinson,4.0
Hal Haberman,0.0
Darren Stein,18.0
A. Raven Cruz,0.0
Brian Trenchard-Smith,53.0
Frank Whaley,436.0
Amat Escalante,50.0
Wajahat Rauf,3.0
Katherine Brooks,57.0
David Cross,0.0
Randall Rubin,0.0
Robert Bennett,15.0
Guy Hamilton,82.0
Mary Pat Kelly,3.0
Lori Petty,923.0
Charlie Levi,0.0
Kevin Hamedani,23.0
David DeCoteau,142.0
Mikel Rueda,0.0
Stefan C. Schaefer,0.0
Michael Taliferro,105.0
David DeCoteau,142.0
Katie Aselton,224.0
Robert Heath,0.0
D. Stevens,6.0
Jeffrey St. Jules,0.0
Robert Hall,53.0
K. King,3.0
Jonathan Meyers,0.0
Danny Boyle,0.0
Ralph Nelson,17.0
Blair Erickson,0.0
,
Allison Burnett,12.0
Richard Schenkman,29.0
Sanjay Rawal,0.0
Elia Kazan,603.0
Kat Coiro,28.0
Cristian Mungiu,163.0
Brian Dorton,171.0
David Slade,171.0
Jamie Babbit,91.0
Maryam Keshavarz,32.0
Ryan Coogler,0.0
Ramaa Mosley,6.0
James Algar,11.0
Charles Herman-Wurmfeld,0.0
Ric Roman Waugh,29.0
C. Jay Cox,6.0
Mariette Monpierre,0.0
Tommy Oliver,66.0
Jamie Travis,15.0
Lee Toland Krieger,43.0
Rich Christiano,14.0
Paul Andrew Williams,46.0
Nick Love,63.0
Natalie Bible',8.0
Asghar Farhadi,0.0
Justin Molotnikov,5.0
Todd Solondz,377.0
Victor Nunez,9.0
Peter Sollett,6.0
Georg Wilhelm Pabst,21.0
Daniel Davila,0.0
Jorge Gaggero,0.0
Rod Lurie,37.0
Michael Burke,3.0
Catherine Jelski,0.0
Shane Dawson,247.0
Tommy Wirkola,75.0
Ryan Little,38.0
Clark Baker,0.0
George Lucas,0.0
Robert Greenwald,21.0
Matt Maiellaro,8.0
Colin Trevorrow,365.0
Leslie Small,15.0
Ben Wheatley,214.0
Ti West,243.0
David S. Goyer,687.0
Bernardo Bertolucci,973.0
Neil Burger,168.0
Oliver Blackburn,4.0
Jonathan Levine,129.0
Christopher Hutson,3.0
Fred Zinnemann,160.0
Steve James,23.0
David LaChapelle,30.0
Joseph Kosinski,364.0
Michael Cuesta,52.0
Caryn Waechter,0.0
Emily Dell,0.0
Peter Jackson,0.0
Jaume Collet-Serra,174.0
Ryan Fleck,31.0
Jennifer Wynne Farmer,0.0
Christopher Scott Cherot,21.0
H.M. Coakley,0.0
Randy Moore,13.0
Chris Atkins,2.0
Bill Benenson,0.0
Ryan Smith,4.0
Travis Romero,4.0
Anna Mastro,7.0
Mark Sandrich,10.0
Daniel Myrick,19.0
Michael Wadleigh,14.0
John Landis,644.0
Jon Gunn,16.0
Gene Teigland,0.0
Scott Ziehl,4.0
Richard Montoya,12.0
Johanna Schwartz,0.0
William Gazecki,3.0
Lance McDaniel,0.0
Thomas Lilti,12.0
Michael Walker,5.0
Richard Lester,44.0
U. Roberto Romano,6.0
Amy Holden Jones,11.0
Blaz Zavrsnik,0.0
Alex Kendrick,589.0
Pan Nalin,95.0
Joe Camp,24.0
Chris Kentis,9.0
Matt Walsh,490.0
John 'Bud' Cardos,8.0
Marilyn Agrelo,2.0
Tom McCarthy,310.0
Brian Baugh,3.0
Patrick Creadon,3.0
Barry W. Blaustein,6.0
Kurt Hale,0.0
Siddiq Barmak,6.0
Joseph Dorman,0.0
Greg Harrison,7.0
Kurt Hale,0.0
Michael Polish,35.0
Jacob Aaron Estes,9.0
Morgan J. Freeman,204.0
Eric Schaeffer,71.0
Neema Barnette,21.0
Steve Buscemi,12000.0
Joe Swanberg,217.0
Molly Bernstein,0.0
Akira Kurosawa,0.0
Marius A. Markevicius,6.0
Tom DiCillo,32.0
Justin Lin,681.0
Quentin Dupieux,248.0
Tim Johnson,12.0
C. Jay Cox,6.0
Alex Smith,12.0
Gareth Edwards,380.0
Jonathan Parker,0.0
Sol Tryon,0.0
Alex Craig Mann,38.0
Hao Ning,0.0
Stephen Kijak,3.0
Marc Forster,395.0
Andrew Niccol,487.0
Daston Kalili,2.0
William Gazecki,3.0
Ol Parker,21.0
Michael Hoffman Jr.,32.0
Patrick Gilles,0.0
Georgia Hilton,406.0
Tamra Davis,33.0
Jack Heller,0.0
Fernando Baez Mella,0.0
Warren Sheppard,0.0
Darren Lynn Bousman,163.0
Justin Paul Miller,0.0
Joel Paul Reisig,431.0
Catherine Gund,0.0
Luke Dye,0.0
Sam Raimi,0.0
Michael Herz,6.0
Matty Rich,10.0
Paul Greengrass,521.0
Alec Asten,5.0
Hans Canosa,3.0
Lloyd Kaufman,365.0
Matthew Watts,0.0
Lloyd Bacon,24.0
Joe Kenemore,0.0
Whit Stillman,89.0
Kay Pollak,10.0
Eric England,15.0
Jared Hess,100.0
Jeremy Saulnier,57.0
Oren Peli,110.0
Stacy Peralta,147.0
Terry Gilliam,0.0
Richard Glatzer,25.0
Sue Corcoran,14.0
,
Jonathan Caouette,20.0
Ray Griggs,4.0
Matt Jackson,0.0
Lucio Fulci,385.0
,
Tom Vaughan,12.0
Paul Fox,3.0
Stephen Frears,350.0
Ari Kirschenbaum,0.0
Cassandra Nicolaou,0.0
Ingmar Bergman,0.0
D.W. Griffith,204.0
Roger Nygard,3.0
Harry Beaumont,4.0
Sam Raimi,0.0
Franck Khalfoun,33.0
Mor Loushy,0.0
Henry Alex Rubin,30.0
Sam Firstenberg,44.0
Doug Block,0.0
,
Chad Kapper,0.0
John Carpenter,0.0
Sidney Lumet,0.0
Paul Fierlinger,3.0
Frank Capra,964.0
Yorgos Lanthimos,252.0
Lauren Lazin,2.0
Gavin O'Connor,149.0
Gregory Widen,10.0
Cédric Klapisch,82.0
Peter Hedges,54.0
Niall Johnson,7.0
Kelly Reichardt,129.0
Kelly Reichardt,129.0
Eric Mendelsohn,5.0
Jean-Luc Godard,0.0
Florence Ayisi,0.0
Pan Nalin,95.0
Michael Roemer,0.0
Jesse Peretz,37.0
Eddie O'Flaherty,3.0
Babar Ahmed,0.0
Julie Taymor,278.0
John D. Hancock,44.0
Paul Bartel,43.0
Bruce Dellis,0.0
Pece Dingo,0.0
Jerome Elston Scott,3.0
Étienne Faure,77.0
Herb Freed,5.0
Jack Perez,19.0
Craig Zobel,25.0
Kevin Smith,0.0
Nicole Holofcener,132.0
Ken Del Conte,2.0
Justin Lin,681.0
Maria Maggenti,4.0
Miguel Arteta,44.0
Piyush Dinker Pandya,0.0
Daniel Columbie,0.0
Vincenzo Natali,165.0
Emma-Kate Croghan,0.0
Bill Plympton,45.0
Greg Harrison,7.0
Drake Doremus,52.0
Al Franklin,0.0
Allison Anders,99.0
Michael Kang,269.0
Paul Schrader,261.0
,
Lori Silverbush,5.0
Jeff Nichols,337.0
Stuart Hazeldine,17.0
Hilary Brougher,0.0
Rachel Goldenberg,7.0
Corbin Bernsen,1000.0
Jamin Winans,63.0
Tom Seidman,3.0
Jason Naumann,2.0
Matt Cimber,32.0
Sam Martin,0.0
Andrew Hyatt,7.0
Dan Curtis,45.0
Joel Paul Reisig,431.0
Kristin Rizzo,30.0
King Vidor,54.0
Ward Roberts,12.0
Zoran Lisinac,0.0
Nicolas Winding Refn,0.0
James O'Brien,7.0
Tom Putnam,15.0
Jon Shear,0.0
Al Silliman Jr.,0.0
Eugène Lourié,7.0
Richard Fleischer,130.0
George Miller,750.0
Doug Liman,218.0
Sergio Leone,0.0
Lowell Sherman,16.0
Maurizio Benazzo,0.0
David G. Evans,0.0
Ava DuVernay,151.0
Tom Tykwer,670.0
Sherman Alexie,18.0
Justin Dillon,0.0
Steven Soderbergh,0.0
Stevan Mena,25.0
Adam Rifkin,89.0
Eric Valette,2.0
Jay Duplass,157.0
Livingston Oden,0.0
Chris Marker,121.0
Carl Theodor Dreyer,147.0
Marianna Palka,123.0
Richard Schenkman,29.0
Ricki Stern,15.0
Nadia Tass,20.0
James Kerwin,0.0
C. Fraser Press,0.0
Rania Attieh,0.0
Sharon Greytak,0.0
Majid Majidi,373.0
Andrew Haigh,131.0
Spike Lee,0.0
Cary Bell,0.0
Nicolae Constantin Tanase,0.0
Mike Cahill,135.0
Jason Stone,14.0
Melvin Van Peebles,101.0
Ken Roht,0.0
Gary Winick,56.0
John Carney,109.0
Robinson Devor,14.0
Michel Orion Scott,0.0
Pat Holden,6.0
Eric Bugbee,0.0
Tobe Hooper,365.0
Bill Melendez,36.0
Dena Seidel,0.0
Deborah Anderson,4.0
Sara Newens,0.0
Michael Moore,909.0
Paul Schrader,261.0
Sai Varadan,0.0
Zal Batmanglij,129.0
Amal Al-Agroobi,58.0
Andrew Berends,0.0
Lynn Shelton,100.0
Valentine,0.0
David Hewlett,686.0
David Hewlett,686.0
George A. Romero,0.0
Jean-Luc Godard,0.0
Nate Parker,664.0
Nathan Smith Jones,7.0
Alex Kendrick,589.0
Travis Cluff,3.0
David Lynch,0.0
Harry F. Millarde,0.0
Robert Townsend,467.0
Peter Chelsom,23.0
Jamaa Fanaka,9.0
Larry Blamire,56.0
Stephen Langford,7.0
E.L. Katz,3.0
Lisanne Pajot,0.0
Dan Reed,3.0
John Reinhardt,2.0
Patrick Ryan Sims,0.0
Laslo Benedek,6.0
Jason Miller,0.0
Dennis Iliadis,29.0
Sut Jhally,3.0
Darren Aronofsky,0.0
Julie Davis,12.0
Myles Berkowitz,0.0
Brett Piper,7.0
Morgan Spurlock,293.0
Brandon Trost,32.0
Joe Swanberg,217.0
Joseph Green,2.0
Wade Gasque,0.0
Daniel Schechter,8.0
Mike Flanagan,59.0
Edward Burns,0.0
Matt Johnson,8.0
Bruno Barreto,9.0
Lena Dunham,969.0
Terron R. Parsons,9.0
Daniel Mellitz,0.0
Jem Cohen,6.0
Andrew Leman,2.0
Dave Carroll,0.0
William Eubank,18.0
Patrick Meaney,3.0
Chad Hartigan,3.0
Malcolm Goodwin,117.0
David Gordon Green,234.0
Kevin Jordan,4.0
Kirk Loudon,0.0
Travis Legge,138.0
Martin Scorsese,17000.0
Collin Joseph Neal,14.0
Bradley Rust Gray,2.0
Mike Bruce,6.0
Andrew Bujalski,26.0
Damir Catic,2.0
Ben Wheatley,214.0
Kevin Smith,0.0
James Bidgood,0.0
Andrew Bujalski,26.0
Neil LaBute,119.0
David Ayer,453.0
Eric Eason,3.0
Uwe Boll,892.0
Richard Linklater,0.0
Joseph Mazzella,0.0
Travis Legge,138.0
Alex Kendrick,589.0
Marcus Nispel,158.0
Brandon Landers,8.0
Jay Duplass,157.0
Jim Chuchu,0.0
Daryl Wein,38.0
Jason Trost,91.0
John Waters,0.0
Olivier Assayas,107.0
Jafar Panahi,397.0
Ivan Kavanagh,18.0
Kiyoshi Kurosawa,62.0
Tadeo Garcia,5.0
Thomas L. Phillips,120.0
Ash Baron-Cohen,3.0
Shane Carruth,291.0
Neill Dela Llana,0.0
Robert Rodriguez,0.0
Anthony Vallone,2.0
Edward Burns,0.0
Scott Smith,2.0
,
Benjamin Roberds,0.0
Daniel Hsia,0.0
Jon Gunn,16.0
